
A7SS00FD,20335000821,0
A7SS00FD,30335559821,0
A7SS00FD,30335569123,0
A7SS00FD,30335869821,0
A7SS00FD,34335588821,0
A7SS00FD,50791731244,1
A7SS00FD,58304463654,1
A7SS00FD,59380337435,1
A7SS00FD,60033550981,1
A7SS00FD,60335209821,1
A7SS00FD,60335569821,1
A7SS00FD,69235511821,1
A7SS00FD,80034982349,1
A7SS00FD,88774927097,1
A7SS00FD,90335569874,1
B640WADF,00066278347,1
B640WADF,00082127834,1
B640WADF,03358692783,1
B640WADF,03666355112,1
B640WADF,13666033586,1
B640WADF,20335007834,1
B640WADF,35511828343,1
B640WADF,35869278349,1
B640WADF,51957833290,1
B640WADF,60000821834,1
B640WADF,60362033500,1
B640WADF,60366000821,1
B640WADF,60366627834,1
B640WADF,60366627835,1
B640WADF,62033500834,1
B640WADF,80974620980,1
B64T6OHH,00011828334,1
B64T6OHH,11828327234,1
B64T6OHH,11828332429,1
B64T6OHH,12332111134,1
B64T6OHH,34118283234,1
B64T6OHH,56118283341,1
B64T6OHH,60361182830,1
B64T6OHH,60361182833,1
B64T6OHH,99111828334,1
J9P2H22N,09586929033,1
J9P2H22N,11828399033,1
J9P2H22N,13586099033,1
J9P2H22N,50009586923,1
J9P2H22N,50045869276,1
J9P2H22N,50058692763,1
J9P2H22N,50081182832,1
J9P2H22N,50081358600,1
J9P2H22N,50083411828,1
J9P2H22N,50083599033,1
J9P2H22N,51182839033,1
J9P2H22N,51358698765,1
J9P2H22N,51358699033,1
J9P2H22N,58692760033,1
J9P2H37J,16099086091,1
J9P2H37J,18260990001,1
J9P2H37J,18283286091,1
J9P2H37J,18283609902,1
J9P2H37J,18286099032,1
J9P2H37J,21860990605,1
J9P2H37J,22609901291,1
J9P2H37J,51826299012,1
J9P2H37J,60990186091,1
J9P2H37J,60990345091,1
J9P2H37J,74560990091,1
K4794410,00383324293,1
K4794410,03335869278,1
K4794410,03350083477,1
K4794410,03358666033,1
K4794410,03611821033,1
K4794410,05535869278,1
K4794410,09586927033,1
K4794410,11182836033,1
K4794410,13581118283,1
K4794410,13586927831,1
K4794410,33561182833,1
K4794410,35869276033,1
K4794410,42358692780,1
K4794410,50083499033,1
K4794410,56118283333,1
K4794410,83324296033,1
K4794410,90330361182,1
K4794410,95008890033,1
L4705212,09796325475,0
L4705212,12425325547,0
L4705212,13969754750,0
L4705212,17833327683,0
L4705212,23545775475,0
L4705212,25979600678,0
L4705212,29123754732,0
L4705212,29792100075,0
L4705212,29796972123,1
L4705212,29796975098,1
L4705212,43676975475,1
L4705212,47417215465,1
L4705212,57697547511,1
L4705212,60785960899,1
L4705212,75896976576,1
L4705212,87900075475,1
M1263312,14081903351,0
M1263312,34081502398,1
M1263312,34081509033,1
M1263312,44903353980,1
M1263312,55340890333,1
M1263312,90335502398,1
M1263312,90335982398,1
NJ01501L,19785812545,1
NJ01501L,25456079870,1
NJ01501L,27133572354,1
NJ01501L,33276898700,1
NJ01501L,35723079870,1
NJ01501L,37541179870,1
NJ01501L,37547379870,1
NJ01501L,49375473870,1
NJ01501L,49583572387,1
NJ01501L,49586025451,1
NJ01501L,49586075473,1
NJ01501L,49586079870,1
NJ01501L,49586960068,1
NJ01501L,49960067811,1
NJ01501L,95860332768,1
NJ01501L,96006788709,1
NJ01501L,96006789870,1
SNK807K2,12327450900,1
SNK807K2,17637451232,1
SNK807K2,21333350900,1
SNK807K2,54637453450,1
SNK807K2,78085696675,1
SNK807K2,83457450988,1
SNK807K2,87634534400,1
SNK807K2,87637450900,1
SNK807K2,87637452434,1
SNK807K2,87637457871,1
